fc_company_name,fc_logo_url,fc_website,fc_approx_employees,fc_founded,fc_overview,fc_address_line1,fc_address_line2,fc_address_locality,fc_address_region_name,fc_address_postal_code,fc_address_country_name,fc_company_description,final_grade,unnatural_link,spam_score,trust_metrics,link_popularity,rank,industry_ranking,inc_ranking,Industry,revenue
Levin Corp. | Early Upgrade,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxISEhUTEhIVFRUVFRUVGBcVFRYVFxcVFRcWFhUVFxcYHSggGBolHRUVITEhJSkrLi4uFx8zODMtNygtLisBCgoKDg0OGxAQGy0lHyYtKy0tLS0vLS0tLS0tKy0tLS0tLS0tLS0tLSstLS0tLS0tLS0tNy0tLTctNy03Ny0tLf/AABEIAOEA4QMBIgACEQEDEQH/xAAaAAABBQEAAAAAAAAAAAAAAAAFAAECBAYD/8QAPxAAAQIDAwUNBwQDAAMAAAAAAQACAwQRBSExEkFRcZETFCJSU2FygaGiscHRBhUjMjNU8GKS4fFCgrIWQ8L/xAAaAQACAwEBAAAAAAAAAAAAAAAABAECBQMG/8QAKBEAAgICAgIBAwUBAQAAAAAAAAECAwQREiEFMTMTMkEUIjRRgWFC/9oADAMBAAIRAxEAPwA82bZx27Qpibh8du0IODKaHd5PlSeh3eTIqFTOQ+O3aFITcPjt2hByZT9XeTgymh3eQAYM7D47doUhOw8N0btCDVk9Du8mJlP1d5BIa33D5Rv7gomch8o3aEIrJ6Hd5NWU0O7yADO+4fKM2hR33D47NoQjKlNDu8nJk9Du8gAsJ2Hx27QlvyHx268oIQXSmh3exSrKfq7yAC++4fKN2hLfkPjt2hCSZPQ7vJiZTQ7vIICwnIdbojdoonM5D47doQgmUzZXeSrKaHd5ABbfUPlG7QnE1C5Rm0IRWU0O7yRdKaHd5ABjfcPjs2hQfNw+O3aEJJlNDu8mLpT9XeQSFxNw+O3aEjNw+UbtCEAyn6u8nJlP1d5BAW33Dp9Ru0Jt9w+O3aEKBlNDu8mJlNDu8gArvqHyjdoSE2zjt2hCqyuh3eTEyv6u8gAsJtnHbtCTZuHx27QhNZX9XeT1lf1d5ABnfsLlG7Qkg1ZXQ7vJIA7b/Z9t2D0SNoM+27o9Eb1JiT1oACm0Gfbd0eiYz7Ptu6PRHKqGUgAPv9n23dHooifZ9t2D0RoFIBAAYz7Pt+weiRn2fbdg9EZCeqCQKJ9n23YPRLfzPtuweiNAqVedAAPf7Ptu6PROJ5n23YPRGUyCAKJ5n2/YPRPv9n23YPRGnpgUEgXfzft+6PRS3+z7bsHojOVRODpQQBTPs+27o9FEz7ft+6PRGnFRLigAOJ9n2/dHolv5n2/YPRF0qoAD79b9v2fwp7/Z9t3R6IpVTJQAG3837buj0SE837fuj0RkqQdzoABmeb9v3R6Jt+s+37B6I4df9JBudAAMTrft+z+E4nW/b9n8I0Ck4lAAffrPtuweiSNZZ0pIAdpVySs90S+tB58ypjVctDZDvhN6/EpLNvlVDcTvRBSfZUNinjBN7jPHCLF4C4vmgM47FkrNvfobdMED/cZ4wVWbknQ8bwc6MtmxpHYhttTzXAMaamtTTMBpTONlXSsSl6OVlUFHaBfMlVOVFy2W9LYmuy5KyD4l7cNJXKZl3MNHBaWUZksaNDQqHtAzgNIzOptWVVnSldx/A1KhKGwHVIJYqD8DqWq+kKoJytlOeMomgOHPzrv7kPGCKwDwW9EeCd0QBefnn28mkaEaI67BJsI8YKhOST4eIu0haNscaVJ7Q4EEVBuVq/IWRl+8iWPFrox5SVm0Jbc3kZsRqVUFblc1OPJCLWnpluSknRSaXAYldJ6zHQxWoI8EQ9njwHdJW7V+jE6PmFlTzZq/h+BpUL6ezKpAp07QtgUHyUQgWS9za3CuY40Q3KpfStFroEUOaHDAgFZ+dkyq1xO9Fan7MvMQCw0Iofy9QKN27BuDx0T5IXKQstwbpN+rE9i605HOrmys69S0WIFlPe0EUFdNVTmYLmGjheta0IBb8UF7W5w2/WTUJTGzZ2W8fwdbKVGOwVlcydKiS1uxU612I5ZI+E3r8SgQKPWP9JvX4lZflPjQzi/ccLfZWGKivCCBOk4eOSNi0duD4Y6Q8CgQU+NinV2gyG+RxMnDp8o2KcMBooLgulQolaKil6F22IkKUBuU9o0uGyt/Yuau2PDrFB4oJ8lyyZca2y1a3JGkCrWmzKhOGgV2KyEnNqCNIK8xXPVif/TTkv26McmeLjqUyKEjRdsuUIuB1Feq3uGzK12aqD8reiPBBvaOECWVFbnI3LDgt6I8EL9oRezrXn8VJ5GjRt+MACDkEOh8FwwpdrB0rXWdMZbGu0jtzrMEI/YLKQRrdTVUp3ydUVBNHDGk3LRH2gh8FrtBp1H+kBC0du/ROseKza7eOk3UUyVqQc9njwHdJXrV+jE6PmFQ9nvkd01ftX6MTo+YWZb/ACv9Go/EZmlyWZRT1XpF6M0QRWwZi4sP+Ju1HBCyukvFyIjXZjwT14FJ5tX1KztTPjI1ExDD2FukduZDLCl/mcc3B686Iwoi6saBhrWBG+UIOA+4JyUhoj8kEnACp1LJRIhe5zji416syN29HozJGLzTqGP5zoMVq+Mq0nNiuTLfRCvOknyUlr6EyRCPWL9JvX4lZ+qP2PdCb1+JWV5T40N4v3D24Ph/7DzQAFa0gHFNubdA2JLFzlTDi0draeb2ZJoKiVp52VY5huAIFQRpWZJC18bJVy2hOytwYyLez7PndqA8/JCVoLFh0hD9RLvJcfIz41aOmOtzL4KmEOtWY3OHlDGrfG9X2G5ef4tJSH9r0Zm1GZMV40mu29U4mB1Irb8Oj2nSKdYQmIbjqPgvTY8uVKZm2LUzXyvyt6I8EK9o8WdaJyx4Lei3wXZzAcQDrWBXaq7uQ/KHKGjIMYXGgFT+XrVy0HIYG6B2510awDAAdSjHiBrSXGgF5K65WU72oopVV9PsE+0MbgtZpNeof2gpC7TMyYjy/Mbm8zQuRK2cSn6dSTE7pcpBn2d+R3SV+1voROj5hUbA+V3TV21PoROj5hYtv8r/AEdj8RmEwClkpFelXozRMzJPZUU/BzpgVJQ1taBBuzI+WwHPgdYuKItKB2Di8Zrj1n+kaiVDXEZmk9YC8xkV8buJp1y3DYAtKLlxSczRkjqxKrOTMUiar0dEFCCSM6cty2LISU9zTrqVOQRyyPpN6/EoFlVR+xvpN6/ErL8p8aGsX7hrRmzCblZNbwKVpihhtp/Jd4IlbrfhjpjzQFccHFrsr3JFr7ZRl0WI1qxXjJyQwHE1qaaAqySZatVMK1qKFZzcn2I4c61kpDyWNAzNHqsvLMyntbpcOy/yWrJWT5WfqI3ir2wZb8Nzg1rQTeSaalfkCdzZUUOSK1xqpGKnZEqs2Vu4KGhlQ72D/aFlWNOh1Nv9IA8cE6itVakPKhPGelRrCyjzcdRWz4+e6mhPIWpmrg/K3ojwCpWlaRhFoDcrKrnAwV+AOC3ojwCEe0DL2ais2muNl/FjM5OMNotWbaO6itKEGhGN6s2hL7pDc3PiNYwWds6PkRRoicE9LMtVBdcpyKv09u16IrlzgY8hOFdtiXyIh0OvHmFSDV6GqanDaM+a09Br2fHAd0ldtX6MTo+YVL2e+R3SV61PoxOj5hees/lf6aEfiMuEqp6JUXpF6M0ipKKeqkApYF7n/wCvmjUb5HdF3ggvs+b4n+vmjUf5HdF3gvOZX8k0avjMq3BTIXOqdvgvQw+1Ge/ZO9JRoNKSsQc0esV/wmdfiUCCIWRHGRk14TSQR1+CzfJRcodDOM9SC1oy5iMAaRWoN/WhvuV/GbtV5kchdhMrLqyLao6iMzqjJ7YL9xv4w2qjOSboZo7qOZaUR0Kt6aaQ1gvdWuoJ3GzLZTSaONtMIroqWQysUHQCfJHXuQOx3gPcM5aKdtUSmI2Q1zq0oDtzLhmpyu0Xo6hsDRp+MXOyXNAyiBwSbue9WLJnYheWxCDdUUFNaHQhcO3WV0gPDYjHG4XtPXnT9uJD6PS7OELXzNYDUEaQQshGbTKGjKGyoWmhlZuZcHOiZN4JNPzWlfHJrkjrk66ZqYD+C3ojwCGe0JqWanLpITQewFuYAEaCFSteOHPa0GuSDXmJwC5Ytclkei9sl9MGxW1HPiOq8LSWXOZbGuzkUOsYrPVXey5gMeWE0D7xrzp/yFPOG1+BfHnxeg5bMDLh1GLb+rP+cyzrVoY84GMcXHMcc/MFnWKvjXLg0yclLe0GrBfwXdIonNQ8uG5oxcKIBY8cAuYTQ1qOcHQizIxWblRlG5tIZqacNMo+438YbU5sN+lu1E2zK6Njrp+uvK/QgApmynsGVcQMaIetVNTTWMLnYUw08wWUppWnhXztTcha+uMX0FLBdwn/AOvmjMV/Ad0XeCztkRQ17mm4uAI56YhF5qMGscXXVBA5yRQBZuVB/qBiqS+mABgkE99yZb0PSEH7I0KSWUnViBgVCPAaTU49qnVaeXkIeQBki9oqc940pXJyI1a3+TtXW5doyW9W/q/cU29W6XbSrLxeRmBI2EhHLGlGGHlFoJJOIrcq3WV1QUmiYRlJ62Zrew0u/cV2hwgMBr0q1akIMilouFxprR2Qk2CG3ggkgEkgHFUsyYVQU0vZMa5SejMOZWmNRgRcRqSc1zqZTnOphlGq1+9mcRuxVJ2zGuBLAGuzUwPNRcY59cprki8qJJdMzqZzAccFJzaXIpZNnB3DfhmGnnT1t8a4cmcIQcnpAhrXUyct+TxammpOG0Wxa1ouoBsVSds9jwaAB2kXbUhV5CHLXHSO8sd69mVfAaTXPzXKcNgFwClFBFa4hamBJw2tAyQbsSLymb8mFKUteznXW59GUcoRGg3ELZb2ZxG7AqNo2U1wJYKOxoMCuMPIwnLTRaWM0ujLtgNBr43rsE5GlOFoLio7XoX7b0znGhA4rnvNvP8AuK1rLLh5FC2+mOeutZ2KyhIzgkbEvVdXdJrXo6yhKCKok26XfuKfe459pRKy4LXxAHCtxOxaISzOI3YFwyMmumXFxL11ymt7Mc2CAc513ro5ax8rDNxY3Yg1q2dkDKb8tdnMrY+bXN8daIspklsFOhh2ITtg4YnXfTUrdmww6I1pFQVpBCbxRsCMrLjVLTWwqqc17MpeoxFrTDZxRsVO02Q9zcSAKCoOF+Zc4eR5SS0Wlj6W9mbokoV1pLQ5o48GSethKngt1DwCx5Fy10n8rei3wCzPJ+4jGN+TKxDwndN3/RWgsN/wRrKz0T5ndJ3/AEUesP6Q1lTn/BEij72C7d+s48zfBHpN3w2dFvggFufWd0W+C0MgPhw+g3wCXyvhgdKvvkZaYiRMt9IjxR7qAONMStFY82YkMF3zDgnnIzrPzI4b+m7xKNWHDpDJP+TiRqu/ldcuuCpUl7K1SfNooW1DDYhpnAd6o5KCkNlOKECt2JWJTQzxR2RNWM6IXHIk3TDZetLmzLzpc+I8lzrnEChNwBIFEbsiZc6G3KNSKgnUSEFmPnf03/8ARUIT3srkPLa5sRr1p2zFVlUVHpnGNvGT2d7XPxH6q9dFpQ+4avJY9zbjUkk1JJzrZQ23DV5JXNjxjGLOlD22zHRIsSpIivBqf8rsbrlp7InDEhhx+bA6ws1FF51nxR+wIWTCrxnE+Xkr5lcFUmvZWltzaBlswg2KaZwHbbvJcJKHlRGD9Q7MVat41jamDbemsNlYteKCdtyaVjWLt/0c+O7dGlCzFqw8mK/nNdt57VpwgPtCyj2u0inWFm+Onq3X9jORHcCvY/1R0XeSJW287lcSDUXg86GWN9Uaj5InbgpCJ5x4rtlJPJWylXxMEyU1EY9vDc4EgEONbjdUaCtFNAOhuH6SsvBxb0m+K08f5XaiozYKFsXEmltxewHZZ+Kzr8EUtkncX0JHy3gkH5hnCE2UPis6/BGbZ+i/q/6CMlJ3xIq+NmYIdx4n73eqjkYVc48znF3ipuTLYjXD+hRykKp0pKSS6dFNsi4XLXSnyt1DwCyD8CtfJfK3U3wCyPJ/+RzF/Jk4vzO6Tv8Aoo/YX0RrKARhwndJ3/RWhsQfBGsqc74YkUfewPbn1XdFvgtDIO+Gzot8As/bf1n9Fvgjkl9NnRb4JfK+GB0q++RB9mwiSSDeam9TmJhsNtTQNaPwIDHtGPluAc0AOcBwRmKqxC55rEeXEZqUA6lavDts1zfRErox3pdjxYhflPOLqmmgZlqpE8BmoLKvwOpamRHAZ0Qr+QioxikRjtttg6QkmRHxXOvpEeKdeKv+64XF7VnnRXsiRDDdkkvdW6oIyjmR6yJh74dXkE1IrSl2a5cslXQipKXRavhJ60B7ZgtY8taKDJB03mvotKw3DUPBZy3z8V3Qb/8ASO1uGryUZbcq4MmpJSZXNjwia0d+5Wo8ZsNhJua0f0BzoJI2vEMQNfTJcSBS4gjCqKWjL7pDIzi8awuEoz5xjY+i6cdNxM5Eil7nOOLjXqzDYivs/Due7UB1IOtHY8OkJv6qu2rTzpKFCihahbntljfIEQM0tLthVT2hh1hg6HeKk6VcY7YoIoBSmehxVi1IeVCeOa7qvWVS1CyLQ1NOUXsB2KfjDolFLd+idY8ULsP6o6JRW3D8I6x4p3I7yYnGv42AIR4Tek3xWoj/ACO1FZiD8zekPFaeZHAdqKt5D5IkY/2sz1ku+LD6/BaOYhB7S12Bxos1ZP1GfmZHLSiuZCc5tKilK4Ygea45qbtio+y9OlB7I+5oWh37kGtSVEJ+SDUEVGmiQtaPpZsVV8RziXPNXHZdmCexar4y3N9HC2UGv2jVTpU1J1oCxziYbVqrOjAsYf0tPYFlVYs+0tx4D/kxa7RXMVn+Qpc4pr8DOPNRemTmpV7XuGSTVxIIwIJqj1nQiyE1pxxPWuMOfYRc9v7gqc9bbRwYZDnnReBzkpCc7bkq9DCjCG5bKNrRcqLEIzUbsC0Eg74bOi3wWULbjnJxOko1IWpCENtXgFoAIONRcmcumSrikcqprk2DI/zu6bvEqCRflEnM5xO0p1qVLUELTfYzhd1LTWdFBhsI4o/pZoLtI2huNWv+QmodxeY8ySz6XOG4/g6481F9nadlnB7uCb3Eg00mvmjFmwSyGA64mpI0VwC5w7RacHt/cFVnbZaKhhy36BeBzkrOlO26Kr0MxUYPlspWxFDoj+ZoGwE+aPtNw1eSypByTU1cQSTpJRmDa0LIqXAXXjPXRRMZVElCEUjnVNbbAkRuNMakjWCtPZk3lsa7TjrGPgs003V01O0qxZs4ITi15o114ObKzgrtl0cqk17RSmzUmvwdLWg5EQ0wdeOvNtR9vBa1ozALPWpaDHOZThBhBcRgBUK/OT7BDJDheLqEVNcLkpcp2QgmjrBxi2zl/wCQs4r6DPRF4UfKbzEeIWSY3g0OhFbLnW7mAXAFooQSAeDdnU5GGq0nEK7uW0znY5pHpoyhsNEXthpdCIaKmou61noM61sYxP8ADKcK6KgX6qhGW2pD5Ru0KuQpqyM0ia3Hi0UZKz3l7atIAIJJRm0YwbDeTmBVR9sQgL4jdtfBCJ+fMYgAEQwa34uIz6lZK3JsTktJEftri0idlupEh9fgjtpMLoT2tFTdQDWFmoccQ3tecAb+vOjLLYgj/wBjdqvmwmrVJL0RQ4uLTB/u6LyblCNKRG3uYQNSMstuDyjdq5z9rwTDcA4OLgQAL7zn5l0rzLnJJxKyphraYCoE6brSWl9R/wBC3FCKYpymXQocjLMN5aF1Y0C4ABIp1GkTscKAYDiB5qVUgUAOAnATApKxAgnKYJwoJObpZh/xC6MYBgKK9ZdnGPlUIGSKkn85lTyL6Y301nBV6J7HLTjQ0UCwY0C0ftK0MhwWDRXYB6rPIT2D6IvTOvxTuCZWIE1ozBRZAaLw0VUwnao0g2Mub4LXXkA610KSkBgBSii6E3ijYpgKTgjSA5ZDeKNikUkijSAYm5QMIaBsCmQmKGg2R3NovoNicNGYDYpKKjSDZKqSVUlJANNrjk3diYWsOTcn3zMckO31TiamOSGw+qAG97Dk3JC1hybk++pjkh2+qYzMxyQ2H1QAvew5NyXvccm5IzMxyQ7fVIzMxyXj6oAb3sOTcrclOiJXgkU0qpvmY5IdvqrcnFiGu6MyfzWgC1CYXEAXk3DWtNL2TAa5sGJV8VzSTQkBo6kN9l4YdHFcGgkeSvWhacOFEillXRnHJJIuYBdQKkm96ReKSXY9iwi3fLGYioB1EhDLEhtMZrXtJvuAuo5t9TzXYK/Zk1uJgg4xCXPrjR1zfCvWr0GzcmdLgODk5eom6niVXei3spe1kw1zw0A5TBjW6hzU0oCr81DMWLGdWgbUknmuA60Pqrx9FJew86TgQGwxGa5730rQkBoVe2bK3OK1kOpD8Ab6HAiqtWfDfMOEaOaQ4eGYE+isSU2Jicyh8rGHJ581e0qm2X0mQZZcsx7IDwXRHgkmpFLv4KCzkg5sYwm1ca3UxIzVRaUJiT5dxSeoBtPEqta869k08wzQ0DPzapW9kPWiVo2O2DAD3GsQuGe6/NzpWLYZicOIKMxAwJ5+YKx7VOyWQodcL9gorFkTTzAixXmtBkjRQD+VG3oNLZmI1A51MASBqBoFRnbQEN1MgmorcrRVWcjRWkCGzKFMefaupQr++Bybk3vccm7sUjNTHJDZ/KiZqY5IbD6oIIm1xybkvew5NyffMxyQ2H1S3zMckNh9UAN72HJuS97Dk3JGYmOSH51pb5mOSGz+UAN72HEckpb5j8kNn8pIAfcZnlBt/hLcJnlB+dSJAJVQANMCZ5QfnUm3GZ5QfnUiSVUADd7zHKD86ktwmeUH51IkKJkADtxmOUH51KxKMiCu6ODtH5Rd6pwEAEvZ+bEKM1zvlIIJ0Vzo3OyEsHmM6ICCcrIBBq5ZQFNVVceyyl0aiFLwI9IzouS6oc5pIFAMGgaBQK17+YY7Wg0ZeC7AF2bq9VjlJRwJ5hi2IjGZUOE7KL3Zbz4NVCz4DXxGtc4NacSTm0darhJWS6IbNXPwmxqQ2R4bIbf8Riaab1Qs98OWmqZYcwimUMxOnZ2oC5IqqgyeRq2GFLGLFy2uc8nIANTffS7nQezIO6xd0e9raPDjlG857kLonRxI5Gi9pYbYr2ObEZS5oFcK4k8ytsgsEqYIiw8o1qcq681WQFFJtEcSeRN7aEjtVKbZGJG5uAFO3YrKcK5UHbhM8oPzqTbhM8oPzqRMJkEA3cJnlB+dSbcJjlB+dSJgqNUADTAmOUH51J9wmOUH51IilVAAvcJjlB+dSdFMlJAD5lI/nYkkgCJTJJIAbOmfikkgBlJ+CSSAGHknakkghCGK6ZkkkEoZOU6Sgkg7MkUklICTJJIYDHFSCSSEAkkkkEjtzJkklJAgmzFJJQQMohJJAEkkkkAf/9k=",http://earlyupgrade.com,5,2009,secondary market mobile industry,,,,,,,"Early Upgrade is a full lifecycle service provider for the secondary market mobile industry. The company is based in Jacksonville, Florida and has been in the business since 2009.Early Upgrade made the Inc. 500|5000 list of Fastest Growing Companies in 2014 (#94) & 2015 (#272) as well as Forbes.com's List of America's 100 Most Promising Companies in 2015",D,A,A,F,F,280,29,272,Consumer Products & Services,27.9
Sky Zone Calgary,https://d2ojpxxtu63wzl.cloudfront.net/static/5297940fec866d21c4ad70692d17f81f_e5a2da3ecd7c234f8ebad0a62e3d2f0ff1a66474835071c1f23795a607629416,http://skyzone.com,51-200 employees,2009,"Birthday Parties, Birthday Party, Columbus, Corporate Event, Corporate Events, Dodgeball, Exercise, Family Fitness, Family Fun, Fitness, Healthy, Indiana, Indoor Trampoline Park, Kansas City, Kids, Michigan, Teenagers, Trampoline Park",,,,,,,"Sky Zone is the creator of the world’s first all-trampoline walled playing court, which allows people to literally bounce off the walls. We offer an awesome, healthy, fun experience that is enjoyed by all ages, shapes and sizes.",B,F,A,D,A,56,13,273,Consumer Products & Services,24.3
Localytics,https://d2ojpxxtu63wzl.cloudfront.net/static/9085470f49afad6d886007864bfb5dd7_b2a79a988cc5b362766309fbadefac9eaab4f3ab06f62ab7cde05848ca0fb40c,http://localytics.com,250,2008,"App Marketing, Finance, Journalism, Leadership, Management, Mobile, Mobile Analytics, Mobile Applications, SaaS",,,,,,,"Localytics is the leading mobile engagement platform. We give companies the insights and tools they need to improve their mobile app acquisition, engagement and retention efforts. Our secret sauce is in the data. We use all the data surrounding users to deliver highly targeted and personalized engagement campaigns, including push and in-app messages. We then use performance data to measure and optimize those efforts toward the metrics that drive businesses forward. Our platform is used in more than 37,000 apps on more than 2.7 billion devices by companies such as ESPN, Fox and The New York Times. We are headquartered in Boston, MA with offices in San Francisco and London. Investors include Sapphire Ventures, Foundation Capital and Polaris Partners.",A,A,A,A,A,24,5,274,Software,9.1
AllianceIT Inc,https://media.licdn.com/media/p/4/000/168/2cd/155161e.png,http://allianceit.com,30,0,"Staffing & Recruiting, Professional Training, Training & Placement, College Recruiting, Java, J2EE, .Net, C#, ETL Informatica, Oracle, SQL Server, Teradata, PL/SQL & SQL, SAP Business Objects, BODI, DS & HANA, Cognos , BI & SQL, Hyperion EssBase, OBIEE & DAC",,,,,,,"Alliance IT is a young, high-growth information technology company based in the Silicon Valley. We partner with an extensive network of vendors and contractors to offer a range of IT services to our customers across the United States.Patriot National, Inc. is an independent national provider of comprehensive full-service outsourcing solutions within the worker's compensation insurance marketplace for insurance companies, employers, local governments and reinsurance captives. Our end-to-end portfolio of services enables our clients to increase business production, contain costs and reduce claims experience. We leverage our strong distribution relationships, proprietary business processes, advanced technology infrastructure and management expertise to deliver these value-added services that help our clients navigate the workers' compensation landscape, ensure compliance with state regulations, handle all aspects of the claims process and ultimately contain costs.",D,A,C,F,F,261,11,275,IT Services,6.4
Team SI,https://d2ojpxxtu63wzl.cloudfront.net/static/07044f075d760c7157726b697d0a79c8_34ff246689e33613a0b7eb377ba072c9dc974054e1da15aaca2efa58761ccf98,http://teamsi.com,51-200 employees,2010,"Arkansas, Barack Obama, Colleges and Universities, Digital Marketing, Finance, Journalism, Leadership, Little Rock, Management, Philanthropy, SEO, Software, Trash and Recycling",,,,,,,"Established in 2010, Team SI is a technology and marketing firm that is one of the fastest-growing companies in the nation according to the Inc. 500 list that ranked us number 276. We've built our reputation by creating integrated digital solutions for more than 300 clients. A Google certified partner since 2012, we were recently named a Google All-Star Member, competing against 14,000 agencies worldwide for one of 200 spots. We were also selected as a finalist at the recent Arkansas Business of the Year Awards.",D,F,A,D,F,265,37,276,Advertising & Marketing,5.2
Patriot National,https://d2ojpxxtu63wzl.cloudfront.net/static/883bc606bbfc61f55c6ec2e3c1eff37d_d80e93dc83f69551bd3b84e2e170ae2ccfd54b5d7e5adbe8c9a9416e9c2985c9,http://patnat.com,1001-5000 employees,0,"Comprehensive Technology, Inc., Insurance, Patriot, Patriot National, Reinsurance Captives, Workers' Compensation",,,,,,,0,B,F,B,B,D,101,3,277,Insurance,117.2
"CS Recruiting, LLC",https://d2ojpxxtu63wzl.cloudfront.net/static/d1850523d7631a208c6634d680636e61_dd2746a085f19dac599b1fe633529d842097fcfef8e3469dc63d8fed8a88bc30,http://cs-recruiting.com,30,2008,"Freight Brokers, Freight Sales, Recruiting, Transportation",,,,,,,"CS Recruiting understands the Transportation, Logistics, & Supply Chain Industries like no other Recruiter in the business. In such a dynamic and ever changing business like Logistics, it is essential to be working with a team that fully understands the nature of the beast. We have the experience and the expertise that you are looking for, whether you are trying to acquire talent, or if you are a job seeker. Let us prove to you why CS Recruiting is the premier Transportation Recruiting firm in the industry. While CS is headquartered in Chicago, we work on positions across the US and Canada.",D,A,F,F,F,248,2,278,Human Resources,2
Professional Realty Services,http://www.cs-recruiting.com/assets/images/CSRlogo.png,http://professionalrealtyservices.com,19,0,Transportation and Logistics Industries ,,,,,,,"CS Recruiting understands the Transportation and Logistics Industries like no other Recruiter in the business. In such a dynamic and ever changing business like transportation, it is essential to be working with a team that fully understands the nature of the beast. We have the experience and the expertise that you are looking for, whether you are trying to acquire talent, or if you are a job seeker. Let us prove to you why CS Recruiting is the premier Transportation Recruiting firm in the industry.",D,F,B,F,F,292,7,279,Real Estate,2.4
Multifamily Utility Company,https://media.licdn.com/media/p/1/000/057/15b/37a4093.png,http://multifamilyutility.com,150,2007,"Submetering Companies, Water Submetering Companies",,,,,,,"Multifamily Utility Company, Inc. is a leading utility submetering and billing company that specializes in submetering and allocation of water, gas and electric utilities for apartments, condominiums, commercial buildings, new construction, mobile homes and military housing throughout the United States.",B,F,B,D,D,64,2,280,Real Estate,9.1
Mesh Systems LLC,https://d2ojpxxtu63wzl.cloudfront.net/static/802bfabb1f9496fada023b00c562acaa_c8a1c80ed3a1d992bd9f2e97e5f2da9761e3e197e6c8b0ccbc55ee44b5bbb4e1,http://mesh-systems.com,30,2005,"Indiana, Industrial Automation, Leadership, Management, Manufacturing, Software",,,,,,,"Mesh Systems™ delivers custom, turnkey IoT / M2M solutions that include hardware, software and networking frameworks. Our award winning platform, MESHVista® combined with our deep industry expertise enables us to accelerate delivery of products and services that connect devices, data, people and processes to work together in harmony.",F,A,F,D,D,391,39,281,Software,7.1
MyJobHelper.com,https://d2ojpxxtu63wzl.cloudfront.net/static/de77c1d1bf25135c5428a1c7419ce8eb_fd72dac2c5768895c4e21c12e5d232dfcc4005834f7ca0812d4eb9a508c78243,http://myjobhelper.com,30,2013,"Business, Career, Employment, Find Jobs, Job Listings, Job Search, Job Search Engine, Job Searching, Jobs, MyJobHelper, NASA, Science and Technology, Search Engine for Jobs, Search Jobs, Social Networks, Work",,,,,,,"MyJobHelper.com is one of the fastest growing job sites in the world. Launch in 2013, MyJobHelper.com has attracted over 12,000,000 job seekers and thousands of employers have been featured on our site.",F,F,D,D,D,420,33,282,Business Products & Services,5.1
Scripted,https://d2ojpxxtu63wzl.cloudfront.net/static/19f9e6796a6162ab2cd746e59c93e373_16d43cac6eceb91fc1ff12eb5c64f38e38af6c4a2599ceaa9a1e9456b3de1928,http://scripted.com,30,2011,"Content, Content Strategy, Crowdsourcing, Digital Media, Finance, Journalism, Leadership, Management, Marketplaces",,,,,,,"Founded in 2011, Scripted is the leading provider of original written content. It provides written content for thousands of customers — ranging from small businesses to large enterprise — through its curated user-base of specialist writers. Scripted is a venture-backed (Redpoint Ventures, Crosslink Capital & Storm Ventures), San Francisco-based company.",A,A,A,B,B,50,2,283,Business Products & Services,2.5
LiveHelpNow,https://d2ojpxxtu63wzl.cloudfront.net/static/186e3fdcdd916500ebfb2040613983d7_bcfa2e58c04cec3e717b08d6879817cd85cf51216065431eed824f1d7c41a9bf,http://livehelpnow.net,30,2003,"Acer, DNN, DotNetNuke, Faq System, Finance, Help Desk Software, Knowledgebase, Leadership, Live Chat, Live Chat Software, Manufacturing, Real Estate, Ticketing System",,,,,,,"The mission of LiveHelpNow is to enable companies of all sizes to facilitate meaningful customer service interactions.We provide a complete customer service software suite that brings personal attention, timely responses and motivating incentives into the sales and support process of each and every business.Our solutions make real customer relationships possible, fueled by data shared and exchanged effortlessly by both parties, facilitating relationships that set our clients apart from their competitors.Founded in 2011, LiveHelpNow already received #1 customer service suite award 5 years in a row and is on Inc. 5000 fastest growing companies list.We are setting a new standard in online customer service media, and the future is personal.",B,F,B,A,B,59,13,284,Software,2.1
LiveFree Emergency Response Inc.,https://media.licdn.com/media/p/3/000/121/06c/0688df8.png,http://lifebeacon.com,11-50 employees,0,"Mobile Personal Emergency Response System, Medical Alerts, GPS Tracking, Personal Emergency Response System",,,,,,,"LiveFree Emergency Response™ is proud to offer the world’s most advanced system for mobile personal emergency response. The introduction of the LifeBeacon marks the beginning of a completely new era in personal emergency protection. Priced affordably and designed with the specific needs of seniors in mind, the LifeBeacon is extremely lightweight, easy to charge, easy to carry, has a standby battery life in excess of 48 hours—and can find you or a loved one virtually anywhere on the planet. The LifeBeacon is sold with stylish accessories and will soon be accompanied by a full line of different looks and colors for the wearer to choose from.",F,F,C,F,F,354,45,285,Health,3.9
Americord Registry - Cord Blood Banking,https://d2ojpxxtu63wzl.cloudfront.net/static/1be52aefc11ff8982a74daaf741e31f1_a448a66d7e5d0e806b4a5dbfebad296e8ea5309ea526f7c00a5165934f447be4,http://americordblood.com,30,2008,"Adoption, Genetics, Genomics, Midwifery, Thrillers",,,,,,,"Americord is a leader in the advancement of umbilical cord blood, cord tissue, and placenta tissue banking. As a private bank, Americord collects, processes, and stores newborn stem cells for future medical or therapeutic use by the family that saves them.",B,A,F,C,D,95,15,286,Health,2.5
